Network,Content type,Content
facebook,Comment,You might ask Carney if he could donate .
facebook,Comment,
facebook,Comment,Awesome!! What a great way to give back to the community!
facebook,Comment,
facebook,Comment,This is awesome!!!
facebook,Comment,Awesome 😊
facebook,Comment,I’d love to see way more of this than that McBride’s bakery idiot.
facebook,Comment,Angels on earth thank you 😊
facebook,Comment,Payton Degenhardt
facebook,Comment,Thank you so much!! So kind of you
facebook,Comment,So awesome 👌
facebook,Comment,
facebook,Comment,Ew no thank you.
facebook,Comment,
facebook,Comment,Love you guys!  Pizza is the best.
facebook,Comment,I always recommend Red swan!
facebook,Comment,
facebook,Comment,One of my favorites. Always really good.
facebook,Comment,Amazing
facebook,Comment,Saw them down town across from circle k handing out stuff the other day too. Pretty awesome. 😊
facebook,Comment,Take a village - what an amazing community connection. Hearts of service all around 💜
facebook,Comment,Great
facebook,Comment,Nice to see
facebook,Comment,
facebook,Comment,This is great to see. It really takes a village! Good job Red Swan will be sure to check you out next time i am in the City
facebook,Comment,👏🏼👏🏼👏🏼
facebook,Comment,Well done
facebook,Comment,That is amazing 👏 🤩 thank you ❤️
facebook,Comment,"Amazing,"
facebook,Comment,That is amazing!!! Thank you!!
facebook,Comment,Thanks
facebook,Comment,How nice.
facebook,Comment,I remember when pizza was Italian food
facebook,Comment,Way to go! Happy New Year!👏👏👏
facebook,Comment,https://www.facebook.com/share/r/1AJWcoSmsV/
facebook,Comment,WHOOOOOO WAY TO GO RED SWAN!!!! ill be definitely in town buy some pizza next time im in town..
facebook,Comment,Jason Nixon had family that owns mustard seed … why don’t they fund food programs for homeless?
facebook,Comment,That is awesome we all need to show.huma ity to everyone
facebook,Comment,Love it!!!
facebook,Comment,I hope u donated to true Canadians that need it
facebook,Comment,They have such good pizza! I love it when the product matches the ownership. Nice work Red Swan!!
facebook,Comment,
facebook,Comment,So who does the shelter shelter if the people need to eat outside?
facebook,Comment,"That’s great 👏 

Love your pizza 🍕 🤤"
facebook,Comment,God bless
facebook,Comment,"Canadians wouldnt be in this position if they werent gere to begin with.

🛳"
facebook,Comment,"Pg Js Lalka and the ""3"" CTH Ssces?"
facebook,Comment,All the food was crap
facebook,Comment,Way to do it Red Swan Pizza!
facebook,Comment,That is soooo wonderful and such a huge blessing! Big hearts do care!!! Good job and be Blessed Red Swan and Employees!! You are a huge heartfelt hooray!!! Thank you for showing the rest of the city how much you care and selfless actions speak huge!!!!!!!
facebook,Comment,Awesome 👍👍👍
facebook,Comment,Where’s Mr john who always says go back 😂
facebook,Comment,
facebook,Comment,I have to be homeless to get something free free!!🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵
facebook,Comment,Excellent... to all who supported those who are less fortunate especially in a tough year like this one . People still found room in the budget to give or they vokunteered time.
facebook,Comment,That’s a massive waste of food
facebook,Comment,AWESOME! HAPPY NEW YEARS TO YOU ALL! 🙏🫶
facebook,Comment,You're not fooling me
facebook,Comment,What a great thing to do for the holiday season❤️
facebook,Comment,Deport em after
facebook,Comment,Awesome!!! Best pizza too :)
facebook,Comment,"Great work, everyone!"
facebook,Comment,Where are the racist guys in the community? Pretty quiet eh
facebook,Comment,Wonderful!
facebook,Comment,lol pakie pizza even the homeless don’t want their crap
facebook,Comment,"Where are the ' send these immigrants back home ' comments now? 
Great work and community pride Red Swan."
facebook,Comment,Good
facebook,Comment,Mark carney sent 2.6 billion to Ukraine  he could have got a pizza
facebook,Comment,Keep on grifting Mustard seed.
facebook,Comment,Awesome
facebook,Comment,Amazing
facebook,Comment,Beautiful
facebook,Comment,Oh yikee
facebook,Comment,Red swam is delicious pizza
facebook,Comment,so they convert home into  commercial operations instantly where as a white person or chinese person takes decades
facebook,Comment,"We’re incredibly grateful to be a small part of the amazing and meaningful work you do at The Mustard Seed ❤️
Thank you for building hope, dignity, and community year after year — the impact you make in so many lives truly matters.
We’re proud to support and stand alongside an organization that gives so much love and care to our community.
Here’s to continued hope, compassion, and positive change in the year ahead 🌱✨🍕￼"
facebook,Comment,
facebook,Comment,Thank you for helping those in need ! Great bunch of humans right there!
instagram,Comment,Thank you for all you do to help the community 🙌
instagram,Comment,😍🙌 such a great update!
instagram,Comment,❤❤
instagram,Comment,❤️❤️❤️ The best team!
instagram,Comment,👏👏
instagram,Comment,Impressive stats team!! 🙌
instagram,Comment,Grateful to @themustardseedyyc for the opportunity to rent the Hub as a space for all of this to happen 🙏🏻
instagram,Comment,Marvelous 🙌
instagram,Comment,❤️ wow !!! That’s is such a great story. More stories like this should be shared
instagram,Comment,❤️❤️❤️👏👏
instagram,Comment,🙌🙌🙌🙌🙌
instagram,Comment,excitingggg
instagram,Comment,Such an amazing story 👏👏
instagram,Comment,@themustardseedyyc thank you for everything you do to help our most vulnerable citizens ❤
instagram,Comment,"This message truly resonates! Life and work are about progress, growth, and resilience, not chasing perfection. The Mustard Seed YYC does incredible work supporting vulnerable individuals, providing them with resources, community, and opportunities to move forward. Your efforts are truly life-changing. Thank you for making a real difference in people’s lives!"
instagram,Comment,Thank you @themustardseedyyc for all your hard work and support with our Returning Hope program.
instagram,Comment,💚💚💚 Thank you @themustardseedyyc for all your hard work and support with our Returning Hope program. We're changing lives together!
instagram,Comment,Amazing!!
instagram,Comment,😂😂😂Happy April Fools!
instagram,Comment,"Haha, so good!"
instagram,Comment,😂😂😂
instagram,Comment,😂😂
instagram,Comment,
instagram,Comment,Bold move!
instagram,Comment,🤣
instagram,Comment,😂😂😂
instagram,Comment,Well played!
instagram,Comment,So good 😂
instagram,Comment,😂😂😂
instagram,Comment,So good! 😂
instagram,Comment,
instagram,Comment,Awesome post!
instagram,Comment,"I realize this is April fools, but I love the CANADIAN red colour rebrand for the day!🇨🇦"
instagram,Comment,"So much was grown from the seed of a ketchup bottle. The great ketchup plant flourished, providing shade for all, nourishment for some, and sodium galore."
instagram,Comment,hahahahahaha
instagram,Comment,😂😂
instagram,Comment,👏👏👏👏
instagram,Comment,😂😂
instagram,Comment,Send me this post 🙌
instagram,Comment,A friend found this dog near your 11 Avenue place. Do you know if it belongs to anyone who might visit there? The dog isn't fixed or chipped so we can't identify it. It is with the humane society now but I am happy to help get it back to whoever it belongs to.
instagram,Comment,🔥
instagram,Comment,😍😍
instagram,Comment,🙌🧡
instagram,Comment,🙌🙌🙌
instagram,Comment,👏👏
instagram,Comment,Thank you so much ❤️❤️❤️ I’m so grateful and blessed!
instagram,Comment,"This is all true about Monica! Her passion for well being pf the others and particularly for elders is her strength and she can make you feel love always. 
I am so proud of her of you Monica and feel so happy to have met you and  to have you in my life 💝"
instagram,Comment,The best boss in my life ❤️
instagram,Comment,Monica is a true angel with an incredible passion for foot care! ❤️
instagram,Comment,@bob_cssd Thank you for your support 💛 
instagram,Comment,Thanks to all of you for the work you do! 👏
instagram,Comment,It was great to work with you on this! We look forward to continuing our efforts to reduce food insecurity—together.
instagram,Comment,Amazing @thedawoodibohrascanada ! So inspiring and rewarding to give💛
instagram,Comment,DIANNE THE 🐐
instagram,Comment,Keep up the great work 👍 👏 ❤️
instagram,Comment,Can’t forget about her legendary banana bread 😍
instagram,Comment,The legendary Dianne!👏
instagram,Comment,🙌❤❤
instagram,Comment,@silveraforseniors Thank you for your support 💛 
instagram,Comment,Amazing! Great to see our contributions as realtors going to such good use! The floors look great. 👏
instagram,Comment,@bombshell.haircare Thank you for your support 💛 
instagram,Comment,👏👏
instagram,Comment,@themustardseedyyc can’t wait!!!
instagram,Comment,@themustardseedyyc
instagram,Comment,The best time!!!!🥹✨⭐️
instagram,Comment,Danielle Smith 👑
instagram,Comment,@themustardseedyyc thank you for your continued partnership! ❤️
instagram,Comment,❤️thank you for all you do.
instagram,Comment,We are here to help! 💙
instagram,Comment,"You are doing wonderful things but it's sad that we need all these NPOs and other organizations when we could just provide people with preventative care before things become a crisis. Mental health care for all, affordable housing..."
instagram,Comment,@themustardseedyyc
instagram,Comment,Keep up the good work!
instagram,Comment,Stop going people with a hijab only wanted extra money
instagram,Comment,Help actual people and do shit right
instagram,Comment,"In the @themustardseedyyc (homeless shelter) they have a MAID advertisement on the wall, and they suggested that as an option for me, as they said my health problems were too much."
instagram,Comment,"Hope is not grown here, you suggested MAID to me while I was homeless due to being injured at work."
instagram,Comment,Do you still advertise for MAID on your poster boards inside?
instagram,Comment,Hope grown lol.  You suggested MAID to me in your facility.
instagram,Comment,Do you use this money to continue to push MAID on homeless?
instagram,Comment,Does Jesus support you advertising for MAID services in your facilities?
instagram,Comment,"Why not just suggest MAID to them, like you did to me?"
instagram,Comment,Did you still suggest and advertise medical assistance in dying on your walls during it?
instagram,Comment,Why didn't you advertise MAID services at this event like you do in your facility?
instagram,Comment,"You advertise for medical assistance in dying in your facility, come on."
instagram,Comment,"Why not save time and money and push medical assistance in dying on the people asking for help, like you did to me?"
instagram,Comment,"Bunch of poison called food eh?  Why not just push medical assistance in dying more, like you did on me?"
instagram,Comment,@transalta supports pushing medical assistance in dying on the homeless too eh?
instagram,Comment,Does your report include how many people you suggested MAID to?
instagram,Comment,"How many other Indigenous who have shown up for help from you, have you also suggested medical assistance in dying to?"
instagram,Comment,Do you push MAID on rural communities too?
instagram,Comment,@albertabootco supports pushing medical assistance in dying on the homeless too!  Lord save us.
instagram,Comment,"Why not just send them to MAID?  Skip a step, like you did to me"
instagram,Comment,Do you suggest MAID on kids too? @calgfoundation
instagram,Comment,"For one thing, you point to the MAID poster on the wall and tell folk to try it."
instagram,Comment,Do you suggest moms should off themselves with MAID too?
instagram,Comment,Do you train your volunteers to point to the MAID poster and tell people to sign up?  Because that is what happened to me in your facility.
instagram,Comment,"What happens when you lost your home due to being hurt at work, and then the Mustard Seed tells you to sign up for medical assistance in dying?"
instagram,Comment,Does Dana suggest MAID during work to homeless?
instagram,Comment,Hi Anne!  Do you suggest MAID to homeless?
instagram,Comment,"Hi Amber, do you suggest MAID to homeless?"
instagram,Comment,"Hi Andrew, do you push MAID on homeless too?"
instagram,Comment,"Oh wow, @atbfinancial supports pushing MAID on homeless too!"
instagram,Comment,Why do you suggest MAID then?
instagram,Comment,@kingdavid8819 They advertise medical assistance in dying in the homeless shelters since 2023.  @themustardseedyyc
instagram,Comment,@nettlefairy They advertise for MAID in @themustardseedyyc for years.
instagram,Comment,"@isoeffinrock They've been advertising it for years in the homeless shelters, pointing at the poster and suggesting it.  @themustardseedyyc"
instagram,Comment,@vynz_clortho Got hurt at work and was forced homeless? Try medical assistance in dying.  True story at @themustardseedyyc that I experienced
instagram,Comment,@skull_girl19 @themustardseedyyc advertises it in their facility and pushed it on me.  MAID is to kill off the people.
instagram,Comment,@themustardseedyyc Thank YOU for all you do!! 🥰🥰🥰
instagram,Comment,@themustardseedyyc ❤️❤️❤️
instagram,Comment,Happy Thanksgiving
instagram,Comment,💛💛💛 #cenovuscares
instagram,Comment,"We’re grateful for the chance to support The Mustard Seed and the people you serve!

Appreciate all that The Mustard Seed does for our city and those who call it home 💜"
instagram,Comment,👏👏👏
instagram,Comment,❤️❤️
instagram,Comment,❤️❤️❤️❤️
instagram,Comment,@themustardseedyyc is also a great place to donate clothing too.
instagram,Comment,Thank you @alphahousecalgary @calgarydropin and @themustardseedyyc for all your work.
instagram,Comment,Makes you wonder if the Nixon bothers of the famous UCP actually believe in reconciliation. Their voting would suggest otherwise.
instagram,Comment,"What a wonderful, caring and talented person! 🧡"
instagram,Comment,@themustardseedyyc same!!!!!
instagram,Comment,Keep up the great work!
instagram,Comment,Thank you for your support 💛
instagram,Comment,❤️
instagram,Comment,Amazing work @angelajschoenfeld 👏👏
instagram,Comment,@themustardseedyyc
instagram,Comment,@themustardseedyyc
instagram,Comment,@themustardseedyyc
instagram,Comment,@themustardseedyyc
instagram,Comment,@themustardseedyyc
instagram,Comment,@themustardseedyyc
instagram,Comment,@themustardseedyyc 🍲🍜
instagram,Comment,❤️❤️❤️
instagram,Comment,❤️❤️
instagram,Comment,@themustardseedyyc
instagram,Comment,Love their support for @themustardseedyyc 🥹
instagram,Comment,@themustardseedyyc Always happy to support the incredible work you do!💛
instagram,Comment,❤️
instagram,Comment,Thank you for having us! ❤️
instagram,Comment,@themustardseedyyc thanks so much!!!!❤❤❤❤
instagram,Comment,👏👏
instagram,Comment,"They suggested it to me at @themustardseedyyc - a homeless shelter I was sent to while in a brain injury clinic thanks to a workplace injury.  WCB sent me to that shelter, due to my landlord illegally giving me notice to move out after the accident.  MAID was extremely nice, and happy to get me signed up...... thank God my brain started working better again, and I was able to start thinking for myself properly, and get back on my feet.  The Mustard Seed employee told me my neurological issues were too much for them to accommodate, and pointed to the MAID advertisement on the wall, and asked if I ever considered MAID as my option.  Thanks @cbihealth for the great suggestion to go there!  Our system is ridiculous."
instagram,Comment,@themustardseedyyc We are very lucky for YOUR support
instagram,Comment,👏👏
instagram,Comment,This is awesome 🙌
instagram,Comment,@themustardseedyyc
instagram,Comment,💛💛💛💛💛
instagram,Comment,We’re so grateful for everything The Mustard Seed does for our community. Thank you for the opportunity to support your mission again this year. It’s an honour to help bring a little extra joy to families this season ❤️🎄
instagram,Comment,@themustardseedyyc @salvationarmycalgary @thesharpfoundation @trellisyyc @woods_homes
instagram,Comment,@themustardseedyyc @salvationarmycalgary @thesharpfoundation @trellisyyc @woods_homes
instagram,Comment,Thank you for all the great work you do !!!!!!!!!!!
instagram,Comment,🩷🩷🩷
instagram,Comment,So good! We love prairie manor
instagram,Comment,Looks great Rosanne!
instagram,Comment,@themustardseedyeg ❤️
instagram,Comment,We have our round up in mid March and we'll bring what we can.
instagram,Comment,What a great event! ❤️👏
instagram,Comment,This looks great! Thanks for the photos!
instagram,Comment,What a wonderful night this was! Looking forward to seeing everyone again next year!
instagram,Comment,"Every Tuesday afternoon we head out in small groups of students and staff to volunteer together. Here are a few students sorting clothes at @themustardseedyeg. 

Alumni! Where was your Tuesday group placement at?"
instagram,Comment,@themustardseedyeg
instagram,Comment,😂😂😂
instagram,Comment,Awesome programming options for folks! ❤️
instagram,Comment,Can we drop shoes to the location off Whyte ave?
instagram,Comment,So amazing!
instagram,Comment,"Candace, Chris, and the team at Hi Quality are absolutely amazing! The suites look fantastic!!"
instagram,Comment,Thank you for sharing! What kind of donations are needed?
instagram,Comment,💜 will be dropping off stuff!
instagram,Comment,Getting some stuff together. Will deliver soon!
instagram,Comment,I don’t understand this when most thrift stores are bursting at the seams to the point where they regularly sell their excess to sorting houses or directly to exporters. ALL of them. This is so off. If you really need stock you can pick up a truckload of ours as long as you gauantee you will NOT export it to sell it to a big thrift that will. Send us a dm or email.
instagram,Comment,"Can’t wait! Thank you to all the players, sponsors, & volunteers! We at JPWC & our friends @themustardseedyeg and @kidskottageyeg deeply appreciate the effort!"
instagram,Comment,We are so thankful for the @parklightingyeg team! Big thank you from us & our friends @themustardseedyeg & @kidskottageyeg
instagram,Comment,💛
instagram,Comment,Hello! Do all items need to be new?
instagram,Comment,👏Nice to see Victory!
instagram,Comment,This looks so good and welcoming.
instagram,Comment,Send me this post 😍
instagram,Comment,"So nice seeing you all there, praying for the most vulnerable and bringing awareness! Breaks my heart to hear the numbers that were shared. 🩵🫶"
instagram,Comment,"My parents were homeless. My father died in 2015, and my mother in 2022. I make a visit every year to light a candle for them. We have the means to house everyone that needs shelter, we are choosing not to. It's not a matter of 'Lack of money/resources', we all know that's not true. It's a lack of empathy, and an over abundance of Greed."
instagram,Comment,👏👏👏👏👏
instagram,Comment,Happy Canada Day from a fellow proud Canadian!❤️
instagram,Comment,This reminds me of when our team at @hiregood.ca ran the showers at the @themustardseedyeg - the people truly appreciated the service and @cityofedmonton needs to bring it back
instagram,Comment,@themustardseedyeg Thank YOU for being part of the journey! 💜💚
instagram,Comment,Could you share it with us?
instagram,Comment,"I volunteered with the mustard seed at that little church in 1989 when I was 15 yrs old. This brings back so many memories, I loved my time there. ❤️"
instagram,Comment,Thank you for all you do! ❤️
instagram,Comment,Isn't it amazing how it's the good of the regular public people that comes to aid for folks in need? If only our government services would do the same. It's sort of like paying tips to a server because their job won't pay them enough to survive.
instagram,Comment,So happy we could help! ❤️❤️
instagram,Comment,💙💙💙
instagram,Comment,Do they need to be unopened?
instagram,Comment,"We’re so grateful for the opportunity to partner with The Mustard Seed 💛 Your team does such incredible work in our community, and we’re honoured to support in any way we can. Thank you for letting us be a small part of the big impact you make every day."
instagram,Comment,👏👏👏
instagram,Comment,"That's 604 people who didn't take the suggestion of medical assistance in dying, that you push on the people asking for help."
instagram,Comment,InsureLine Empire is founded by such amazingly caring and compassionate people.  I feel blessed to be connected to a highly community minded organization.
instagram,Comment,What a cutie! 😍😍
instagram,Comment,Do you have a list of what you need?
instagram,Comment,"@imperialoil.ca thank you, as the chef here, your support is difference making and deeply appreciated. 🙏"
instagram,Comment,"One week until the largest global giving movement, Giving Tuesday! 

Join us as we work to support folks in need, providing hope and new beginnings for people experiencing homelessness and poverty. Head to theseed.ca/givingtuesday (link in bio) to donate! 

#GivingTuesday #HopeGrowsHere"
instagram,Comment,😍😍😍
instagram,Comment,Previous home of the @themustardseedyeg on 96th. The building was deemed unsafe and has been vacant.
instagram,Comment,@themustardseedyeg ❤️
instagram,Comment,@themustardseedyeg oh my gosh thank you! I had no idea it wasn’t being used anymore. So thankful this isn’t your work site. 😭
instagram,Comment,@themustardseedyeg
instagram,Comment,@themustardseedyeg
instagram,Comment,@themustardseedyeg
instagram,Comment,@themustardseedyeg
instagram,Comment,@themustardseedyeg
instagram,Comment,@themustardseedyeg
instagram,Comment,@themustardseedyeg
instagram,Comment,@themustardseedyeg
instagram,Comment,@themustardseedyeg they know structural concerns started the fire? Really??
instagram,Comment,@themustardseedyeg
instagram,Comment,@themustardseedyeg
instagram,Comment,"@themustardseedyeg I went to your page, I couldn't find an update.  Do they know how the fire started?"
instagram,Comment,Wow!!!! Amazing! Thank you so much for supporting @themustardseedyeg !!!
instagram,Comment,@themustardseedyeg
instagram,Comment,❤️❤️❤️
instagram,Comment,@themustardseedyeg I understand. It’s really much less expensive to burn it to the ground than demolish it.
instagram,Comment,@themustardseedyeg
instagram,Comment,@themustardseedyeg
instagram,Comment,Such a fun game for an amazing cause! Grateful our teams got to be a part of it.
instagram,Comment,💚🎒
instagram,Comment,Wow this is amazing! 🙌
instagram,Comment,Beautiful!! And what a great idea
instagram,Comment,So many great organizations like: @themustardseedyeg
instagram,Comment,❤️💚
instagram,Comment,Amazing 🙌
instagram,Comment,@carpetonerd Thank you for your support 💛 
instagram,Comment,@themustardseedrd our pleasure ❤️ thank you for having us!
instagram,Comment,👏 O my goodness this is perfect! Can someone please share Evelyn’s contact info so I can reach out and see how I can help her? Painting is a very big passion for me and I’d love to help
instagram,Comment,@cosmosgroupofcompanies 💛💛💛 
instagram,Comment,@bluebirdstorage.mckenzie Thank you for your support 💛 
instagram,Comment,Sorry I missed it. Darn cold!
instagram,Comment,happy birthday sabrina 🫶🏻
instagram,Comment,Happy Birthday Sabrina!!! We appreciate you so much! ☺️
instagram,Comment,@joanerlovescats ❤️
instagram,Comment,Was such an amazing time
instagram,Comment,@kristinaks @radddadd 👀
instagram,Comment,❤️
instagram,Comment,Thank you for having me! Had a great time! See you next year! ❤️
instagram,Comment,Thank you so much!!! It was a great performance! ❤️
instagram,Comment,Thank you for everything you do!!
instagram,Comment,Hey guys how are you doing
instagram,Comment,How are you doing
instagram,Comment,Excited to listen!
instagram,Comment,😂
instagram,Comment,😂😂😂
instagram,Comment,It just doesn't sound quite right 😂
instagram,Comment,Love the community support.
instagram,Comment,You're very welcome @themustardseedrd! We're honoured to support the Red Deer community and help make a meaningful difference. Huge thanks to your team for the warm welcome and for helping us connect with those who needed it most. 💚💚💚#ReturningHope
instagram,Comment,That is so amazingly unreal and generous good job @blackstack.mechanical
instagram,Comment,This is amazing!! 🫶🏼
instagram,Comment,That is fantastic. Amazing support.
instagram,Comment,Thanks to The Hideout. 👍
instagram,Comment,The cfi drives are all amazing to deal with
instagram,Comment,@julie_mortgagebroker Thank you for your support 💛 
instagram,Comment,💕💕
instagram,Comment,❤️
instagram,Comment,An awesome bunch of people right there 😀😎💛
instagram,Comment,🙌 love these peeps
instagram,Comment,Go @stantec for giving time and energy back to your community 👏
instagram,Comment,So rad😎
instagram,Comment,"CALLING LOCAL RESTAURANTS! 📢
 
Join us on Sunday, October 26th, in the Cenovus Energy Learning Common at Red Deer Polytechnic as we raise money for the @themustardseedrd School Lunch Program and make a difference in our community!
 
Bring your best soup recipe and face off against other local restaurants for the coveted Bowly Grail and the title of The Best Soup in Central Alberta.
 
Know a restaurant that should step up to the challenge? Tag them below and encourage them to get involved!
 
Visit the link in our bio to register now! 🔗
.
.
.
.
#bowlsforbellies #centralalberta #reddeeralberta #themustardseed"
instagram,Comment,Looking forward to helping out on Friday
instagram,Comment,@themustardseedrd ❤️🫶 #communityteamwork
instagram,Comment,Seems like a waste when you are suggesting medical assistance in dying
instagram,Comment,@themustardseedrd we look forward to this every year!
instagram,Comment,Love this
instagram,Comment,Who's cutting the onions 😭👏
instagram,Comment,🙌 well done!!!
instagram,Comment,That’s so awesome.  The Mustard Seed does so much for our Community. We appreciate people like you.  Thank you 💙
instagram,Comment,We're so glad we could be a part of this program! ❤️
instagram,Comment,We’re honoured to be a member of this fantastic community!
instagram,Comment,@themustardseedrd of course our team had a blast!
instagram,Comment,"Congratulations again guys, so well deserved!!"
instagram,Comment,🙌🙌🙌🙌🙌
instagram,Comment,My beautiful friend Becky & the team getting the awards they deserve!! 👏👏👏
instagram,Comment,🙌❤️🙌
instagram,Comment,So proud of our Red Deer team! We’re so thrilled to be a part of this fantastic cause ❤️
instagram,Comment,What a cutie @_xmpao
instagram,Comment,Are there any openings to volunteer with this program?
instagram,Comment,Love you guys ❤️
instagram,Comment,How do I find the amazon wish list
instagram,Comment,The mustard seed @themustardseedrd
instagram,Comment,❤️❤️❤️
instagram,Comment,We love seb
instagram,Comment,We are happy to help
instagram,Comment,We’re so happy to help such an amazing program ❤️👏 We appreciate all the hard work and volunteers who help ensure so many kids get the lunch they need
instagram,Comment,@themustardseedrd Always! 💛
instagram,Comment,👏👏👏❤️
instagram,Comment,Thank you for the incredible work you do!
instagram,Comment,Great job! Much needed items for the cold season 🙌🙌🙌
instagram,Comment,Well done! 🙌
instagram,Comment,That’s heartwarming ❤️
instagram,Comment,We are proud to be a sponsor and wish you all the luck at the event this weekend!
instagram,Comment,"A bold move, but the right one for sure."
instagram,Comment,Tomatolly didn't see that coming!
instagram,Comment,You had me for a second...
instagram,Comment,What a success! 👏
instagram,Comment,"We appreciate you, Deborah!"
instagram,Comment,We are so grateful for this partnership ❤️
instagram,Comment,We love this! You all are amazing ❤️
instagram,Comment,❤️🙌❤️
instagram,Comment,👏👏
instagram,Comment,@themustardseedyka Thanks neighbours!! We’re very excited.🍋
instagram,Comment,We raise our hands to you! 🙌
instagram,Comment,👏👏👏
instagram,Comment,🙏🙏
instagram,Comment,"I am absolutely thrilled about this shelter.
Do you have this same information available for Facebook?"
instagram,Comment,🙌🙏🫂🥰
instagram,Comment,Love this!
instagram,Comment,🙌 Thank you....@themustardseedyka making a big difference in our community 🙏
instagram,Comment,"The Job Squad is very grateful for the amazing team at
@themustardseedyka  Thrift store. Amazing people, we are so proud to make the Mustard Seed our donation center of choice! #supportlocalcharities #Kamloops"
instagram,Comment,Glad to have you back with us again this year! 🤩 Thank you for your support 🤗
instagram,Comment,Which mustard seed is this one
instagram,Comment,❤️❤️❤️
instagram,Comment,🙌❤️ Beautiful! 👏👏
instagram,Comment,@themustardseedyka
instagram,Comment,👏👏
instagram,Comment,Love this! ❤️
instagram,Comment,Absolutely heartbreaking tk say the least. Our community needs the support of the Mustard seed and this community to serve the most vulnerable. My heart goes out to all of you who so selflessly give of yourselves to reach the ones who need you and the services you provide.
instagram,Comment,"On behalf of the whole crew at Hometown, we'll continue to support you folks and the amazing, much-needed work you do in our community. This is one of many hurdles you've faced, and your resilience and compassion constantly inspires us!"
instagram,Comment,Thank you for all the ways you faithfully serve those in need in our community. Our city needs the Mustard Seed! 🙏
instagram,Comment,Will there be a new location opening for the mustard seed? Sad to know that the Allowance Ave location is closing. Praying for better and bigger opportunities for the society that looks out for our most vulnerable community members 🙏🏻🫶🏻
instagram,Comment,"That’s so crazy, that you would be shut down in the middle of winter while we are in an extreme cold alert?"
instagram,Comment,So sad this is happening now. Unbeliythe city didn't extend the permit another 6 months.
instagram,Comment,So sad that you have to close in the middle of February. I am still shocked the city didn't extend the permit until the summer or until a new location was found.
instagram,Comment,"That your services are needed is not up for debate. Your Centre's location, and the disruptions of public order it creates in a residential neighbourhood near schools and preschools, among law-abiding, hard-working citizens who would have an easier time wishing you well if you cared as much for our concerns as you do for your clients, is always going to be a problem, for us and for you. The sooner you get moved to a more appropriate location, the better for you, for your support from the community, and for the people you assist. It's that simple."
instagram,Comment,That’s really sad.
instagram,Comment,This is absolutely awful…I do hope our city will have another solution for our most vulnerable. Thank you @themustardseedyxh for your unwavering support and services you’ve provided.
instagram,Comment,SO GOOD.
instagram,Comment,Love. This is what it’s all about🙌
instagram,Comment,❤️❤️❤️
instagram,Comment,❤️❤️❤️
instagram,Comment,"Trudi, you are amazing. Thank you for all you do."
instagram,Comment,Nice
instagram,Comment,Absolutely incredible!!!!!👏👏👏 Thank you @themustardseedyxh
instagram,Comment,It was a great day ❤️
instagram,Comment,This is awesome! Great job Bratts!
instagram,Comment,"You also suggest medical assistance in dying to the people you ""help"". How does that fit in with your overall mission?"
instagram,Comment,@redienterprisessociety | @mhrootcellar | @safelinkalberta | @sanarecentre | @seawa_ab | @mhspca | @specassociation | @stigmafreementalhealth | @the_connectionmh | @themustardseedyxh | @unison50plus | @ymcasea | @socsummergames | @specialomedhat
instagram,Comment,❤️❤️
instagram,Comment,❤️❤️
instagram,Comment,😍😍
instagram,Comment,Yay! A weekend of finding new treasures all over the neighbourhood! We'll be popping in at the Mustard Seed for sure 🤩
instagram,Comment,Shout out to the incredible community partners who are supporting this awesome event! These are some COOL prizes!
instagram,Comment,Wonderful idea!
instagram,Comment,Sweet!
instagram,Comment,"@solrevivalthrift
@repeatvintagestore
@circularchic_yeg
@bloggerarmoire
@platosclosetedmontonwest
@mccthriftyeg
@styleencoreedmontonwestab
@clhthriftboutique
@tmsthriftstoreyeg
@bissellthriftshop"
instagram,Comment,Woohoo! Can stock up on stuff for my new place
instagram,Comment,❤️❤️
instagram,Comment,
instagram,Comment,❤️❤️
instagram,Comment,🔥
instagram,Comment,We're so proud to have this space in our community! ❤️
instagram,Comment,Wow! Such an amazing way to honour Brian and the community. We are so lucky to be apart of the Lynwood and Ogden community.
instagram,Comment,YUMMMM ☕
instagram,Comment,🤤🤤🤤
instagram,Comment,So good!!!! 🤤
instagram,Comment,Haha. Love all of this.  Plus it’s true!
instagram,Comment,"Mmmm!! Next time I am in, I will be ordering this!!"
instagram,Comment,Congratulations!
instagram,Comment,looks perfect for the cold weather!!!
instagram,Comment,need to try this😍
instagram,Comment,🙌🙌🙌
instagram,Comment,Will you have the hot chocolate after Feb 28 for those that weren’t able to get there before the end of the month 🙃
instagram,Comment,this is huge
instagram,Comment,why not this universe 🥺
instagram,Comment,@meagankhall @caturfly coffee soon 👀
instagram,Comment,Send me this post 🙌
instagram,Comment,This and a husband would cure me
instagram,Comment,Yum! 🔥
instagram,Comment,Oh my 😍
instagram,Comment,@miss_cracker ❤️
instagram,Comment,"Kendra, you are truly amazing. You’ve made hopes and dreams a reality at Brian‘s Cafe. Kudos and thank you!"
instagram,Comment,Nummy.  Want that :)!
instagram,Comment,Kendra is an amazing person!
instagram,Comment,
instagram,Comment,This sounds like an awesome event!
instagram,Comment,Nothing better than an iced coffee on a hot Calgary day! 😍☀️
instagram,Comment,When is the next one?
instagram,Comment,Peak marketing
instagram,Comment,😂
instagram,Comment,😂
instagram,Comment,😂
